,x,y,PassiveActive
178,[cls] همسرم من را زیر بار کتک گرفت و سرم گیج شده و بدنم کبود شده است. او این را قبول نمی‌کند و می‌گوید فقط سرم را زده است. [sep] قطعا به روانپزشک نشونشون بدینمن اگه انشالله خانومم جوای مثبتشو بده از گل نازک‌تر بهش نمیگمزن ظریفه، لطیفه، زیباترین موجودخداست …. [sep],empathy,Passive
180,[cls] شوهر اعتیاد دار، مهریه پرداخت شده، یک ماه فرصت داده شده تا پاک شود. حق طلاق و حضانت به زن داده شده ولی دفتر خانه این موضوع را نمی‌نویسد. فردا دادگاه نفقه دارند و شوهر تهدید به شکایت مهریه و نفقه کرده است. [sep] اگه میخوایی اینکار رو کنی صبر کن فعلا [sep],question or answer,Passive
183,[cls] یک زوج برای بچه دار شدن تلاش می‌کنند، اما پس از بارداری، شوهر از همسرش فاصله می‌گیرد و رابطه‌شان به هم می‌ریزد. همچنین، شوهر برای خرید کالاهای بچه ایشان اهمیتی نمی‌دهد و از خرید آن‌ها منع می‌کند. در نهایت، شوهر از تکون خوردن بچه فیلمی گرفته و به همسرش نشان می‌دهد. [sep] بهش وسواس شدید دارن. خدا ازشون نگذره ک اعصاب برام نزاشتن. منم ب شوهرم گفتم قصد بچه دار شدن دیگه ندارم [sep],question or answer,Passive
186,[cls] شوهر عوضی قهر کرد و به خانه مادرش رفت. در شام با مادرش بودند و به خانه برگشتند. شوهر کتک به زنش زد و بعد از آن به تماس‌های زنش پاسخ نداد. [sep] ای خدا چقدر یه ان فکر کردم منی، به درک که نیاد اینقدر برا اینکه جلو بقیه خودت رو خوشبخت نشون بدی خودت رو کوچیک نکن جلوش بزار بفهمه اون اشتباه کرده و تو از مسی خجالت نمیکشی اشتباهات منو تکرا نکن [sep],empathy,Passive
193,[cls] زنی با شوهرش به دلیل تمایل به کار یا تحصیل دعوا می‌کند. شوهر هیچ کاری را پذیرفته و فقط از او می‌خواهد بچه‌هایشان را بزرگ کند. در نهایت، شوهر به زن خشمگین حمله کرده و او تصمیم به جدایی می‌گیرد. [sep] خوبی؟ نمی‌دونم فک نکن داشته باشه اصلااا آدم بددهن وبد دل و خسیس مگه خوبی هم داره زنگ زدم اصلا بلد نیستن کمک کنن باخانوادمم خیلی درگیر شده وحتی شیشه خونه پدرمو شکسته و همسایه‌ها ریختن بیرونوخیلیییییی کارای دیگه [sep],question or answer,Passive
199,[cls] زنی که شوهرش او را ضربه زده بود، به خانواده‌اش شکایت کرد. این اتفاق قبلا هم رخ داده بود و خانواده‌اش ناراحت بودند. زن ناراحت است و نمی‌داند چه کاری باید بکند. [sep] والا شوهر من جلوی هر کس و ناکس کوچیکم کرده و هیچ غلطی هم نکردم. لعنت بهش اعتماد به نفسمو ازم گرفت. یه کاری مرده بچه هم ازم حرف شنوی نذاره و احتراممو نگه نمیداره. کی بی خیال خودش و بچه‌اش بشم برم خدا میدونه [sep],question or answer,Passive
200,[cls] شوهر به زن خیانت می‌گوید و او را می‌زند. زن به مادرش زنگ می‌زند و به خانه او می‌رود. شوهر از آن زمان مفقود است و زن نمی‌تواند تکانی بخورد. [sep] نمیاد مطمئن باش. ولی اگر بیاد خیلی به نفعته چون زنگ میزنی پلیس و صورتجلسه میشه [sep],question or answer,Passive
201,[cls] شخصی به نام عوضی به معتادی تبدیل شده است. شکایت از او توسط خانواده‌اش صورت گرفته است. در طول یک سال و نیم، عروسی آنها با مشکلات مالی و خشونت روبرو شده است. [sep] تو سن کم شاید یه سری انتخابا و تصمیما اشتباه باشهاما آدم باید درس بگیرهشما چطور میتونی به فکر بچه باشی وقتی شوهرت معتاد و دست بزن و بی ادب و …اون بچه بیاد تو این زندگی پدر میخواد نه همچین کسیو [sep],question or answer,Passive
202,[cls] شوهر بدجنس و خیانتکار است، خرجی نمی‌دهد و به زنان دیگر فحش می‌دهد. زن اقدام به فروش یخچال و لباسشویی شوهرش می‌کند. مادر شوهر نیز به او بدرفتاری می‌کند. [sep] خیلی میترسم خدا چرا آنقدر من بدبختم [sep],question or answer,Passive
203,[cls] یک زن به دلیل پیامی که شوهرش از یک خانم دیگر دریافت کرده بود، با شوهرش مشاجره کرد و در نهایت او را زد. این اتفاق باعث شد که زن به خودش تعجب کند و رفتار خنثی‌تری داشته باشد. [sep] منم خودم زخم خورده‌ام خواهررررر … یه هفته هست پام درد میکنه از ضربه‌ای که بهم زده [sep],empathy,Passive
204,[cls] شوهر از همسر خود خواست تا لپتاپش را از خانه پدرش بیاورد، اما همسر می‌ترسید. شوهر به همسر خود حمله کرد و او را مجبور به رفتن به خانه پدرش کرد. همسر نمی‌دانست که آیا باید با خانواده پدرش زندگی کند یا نه. [sep] ادم بشو هست؟ اگر قراره بعد کتک خوردن دوباره برگردى خونتخودت سبک و ضایع نکنبشین توو خونت اینجور مردها ادم نمیشن [sep],question or answer,Passive
206,[cls] در یک شب، دو نفر به دلیل دعوا به هم می‌ریزند. یکی از آنها به دلیل گیر دادن، بداخلاق می‌شود. دیگری به خانه مادرش فرار می‌کند و در این حین شدیدا مورد ضرب و شتم قرار می‌گیرد. [sep] خدا ازش نگذره یه جایی چوبشو میخوره یه دختر لطیف نازنینو اورده تو خونشباید مثل گل ازش نگهداری کنه خیلی دردت بزرگه خواهر خیلی شوهر اینجوری و جایی نداشتن خیلی شرایط سختیه خدا کمکت کنه [sep],empathy,Passive
207,[cls] مادر و پدر فراخوانی کردند تا شوهر با پدر صحبت کند، اما شوهر رفته بود. زن به دنبال شوهر نرفت و با مادرش درگیر شد. سپس شوهر به خانه مادرش رفت و در رابطه با آینده صحبت کرد، اما زن از این صحبت‌ها خوش نبود و تصمیم گرفت به خانه برود. در این حین، مادر شوهر به زن زنگ زد و او را تهدید کرد، و در نهایت زن توسط مادر شوهر کتک خورد. [sep] چقدر امروز از این تاپیکا زیاد شدهخدا کمکتون کنه [sep],empathy,Passive
208,[cls] زن و شوهر بحث می‌کنند، شوهر کتک می‌زند و زن از خانه می‌رود. زن هر دفعه به خانواده خود زنگ می‌زند و شوهر همیشه گوشی و کیف زن را می‌گیرد. زن به خانه مادرش می‌رود و نگران است که زندگی‌اش به خطر بیفتد. [sep] اگه اینکارو نکنی زندگیت از هم میپاشه [sep],question or answer,Passive
